SNOMEDCode,description
'13159111000001103,Diprosalic 0.05%/2% scalp application (Dowelhurst Ltd)
'13867011000001107,Diprosalic 0.05%/2% scalp application (DE Pharmaceuticals)
'13867111000001108,Diprosalic 0.05%/2% scalp application (DE Pharmaceuticals)
'14321011000001105,Diprosalic 0.05%/2% scalp application (Sigma Pharmaceuticals Plc)
'14321111000001106,Diprosalic 0.05%/2% scalp application (Sigma Pharmaceuticals Plc)
'16169611000001107,Diprosalic 0.05%/2% scalp application (Lexon (UK) Ltd)
'16169711000001103,Diprosalic 0.05%/2% scalp application (Lexon (UK) Ltd)
'16561011000001105,Diprosalic 0.05%/2% scalp application (Mawdsley-Brooks & Company Ltd)
'16561211000001100,Diprosalic 0.05%/2% scalp application (Mawdsley-Brooks & Company Ltd)
'18252911000001107,Diprosalic 0.05%/2% scalp application (Necessity Supplies Ltd)
'18253211000001109,Diprosalic 0.05%/2% scalp application (Necessity Supplies Ltd)
'18253111000001103,Diprosalic 0.05%/2% scalp application (Necessity Supplies Ltd)
'331828002,Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment
'1132311000001102,Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment
'1039211000001108,Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment
'611311000001103,Diprosalic 0.05%/3% ointment (Merck Sharp & Dohme Ltd)
'1999011000001100,Diprosalic 0.05%/3% ointment (Merck Sharp & Dohme Ltd)
'1999211000001105,Diprosalic 0.05%/3% ointment (Merck Sharp & Dohme Ltd)
'5287611000001104,Diprosalic 0.05%/3% ointment (Dowelhurst Ltd)
'5287811000001100,Diprosalic 0.05%/3% ointment (Dowelhurst Ltd)
'5358811000001101,Diprosalic 0.05%/3% ointment (Waymade Healthcare Plc)
'5358911000001106,Diprosalic 0.05%/3% ointment (Waymade Healthcare Plc)
'13866811000001103,Diprosalic 0.05%/3% ointment (DE Pharmaceuticals)
'13866911000001108,Diprosalic 0.05%/3% ointment (DE Pharmaceuticals)
'14320711000001104,Diprosalic 0.05%/3% ointment (Sigma Pharmaceuticals Plc)
'14320811000001107,Diprosalic 0.05%/3% ointment (Sigma Pharmaceuticals Plc)
'16159011000001107,Diprosalic 0.05%/3% ointment (Lexon (UK) Ltd)
'16159111000001108,Diprosalic 0.05%/3% ointment (Lexon (UK) Ltd)
'16561611000001103,Diprosalic 0.05%/3% ointment (Mawdsley-Brooks & Company Ltd)
'16561811000001104,Diprosalic 0.05%/3% ointment (Mawdsley-Brooks & Company Ltd)
'18252611000001101,Diprosalic 0.05%/3% ointment (Necessity Supplies Ltd)
'18252711000001105,Diprosalic 0.05%/3% ointment (Necessity Supplies Ltd)
'331849001,Betamethasone valerate 0.1% / Fusidic acid 2% cream
'1041811000001107,Betamethasone valerate 0.1% / Fusidic acid 2% cream
'963311000001102,Betamethasone valerate 0.1% / Fusidic acid 2% cream
'399111000001108,Fucibet cream (LEO Pharma)
'2008511000001109,Fucibet cream (LEO Pharma)
'2008611000001108,Fucibet cream (LEO Pharma)
'5546311000001107,Fucibet cream (Dowelhurst Ltd)
'5546411000001100,Fucibet cream (Dowelhurst Ltd)
'5546511000001101,Fucibet cream (Dowelhurst Ltd)
'13408511000001107,Fucibet Lipid cream (LEO Pharma)
'13408611000001106,Fucibet Lipid cream (LEO Pharma)
'221911000001107,Cutivate 0.05% cream (GlaxoSmithKline UK Ltd)
'2095211000001102,Cutivate 0.05% cream (GlaxoSmithKline UK Ltd)
'2095411000001103,Cutivate 0.05% cream (GlaxoSmithKline UK Ltd)
'15844111000001101,Cutivate 0.05% cream (GlaxoSmithKline UK Ltd)
'24098911000001108,Cutivate 0.05% cream (Waymade Healthcare Plc)
'24099011000001104,Cutivate 0.05% cream (Waymade Healthcare Plc)
'332049000,Mometasone 0.1% cream
'1242911000001104,Mometasone 0.1% cream
'1121511000001103,Mometasone 0.1% cream
'498811000001102,Elocon 0.1% cream (Merck Sharp & Dohme Ltd)
'2140211000001106,Elocon 0.1% cream (Merck Sharp & Dohme Ltd)
'2140311000001103,Elocon 0.1% cream (Merck Sharp & Dohme Ltd)
'5264111000001100,Elocon 0.1% cream (Waymade Healthcare Plc)
'5264211000001106,Elocon 0.1% cream (Waymade Healthcare Plc)
'10853811000001102,Elocon 0.1% cream (Waymade Healthcare Plc)
'5288311000001105,Elocon 0.1% cream (Dowelhurst Ltd)
'5288511000001104,Elocon 0.1% cream (Dowelhurst Ltd)
'5304011000001107,Mometasone 0.1% cream (Dowelhurst Ltd)
'5304111000001108,Mometasone 0.1% cream (Dowelhurst Ltd)
'13870811000001106,Elocon 0.1% cream (DE Pharmaceuticals)
'13870911000001101,Elocon 0.1% cream (DE Pharmaceuticals)
'14217511000001107,Elocon 0.1% cream (Sigma Pharmaceuticals Plc)
'14217711000001102,Elocon 0.1% cream (Sigma Pharmaceuticals Plc)
'16170911000001103,Elocon 0.1% cream (Lexon (UK) Ltd)
'16171011000001106,Elocon 0.1% cream (Lexon (UK) Ltd)
'16171111000001107,Elocon 0.1% cream (Lexon (UK) Ltd)
'16570411000001103,Elocon 0.1% cream (Mawdsley-Brooks & Company Ltd)
'16570511000001104,Elocon 0.1% cream (Mawdsley-Brooks & Company Ltd)
'16570611000001100,Elocon 0.1% cream (Mawdsley-Brooks & Company Ltd)
'18256311000001105,Elocon 0.1% cream (Necessity Supplies Ltd)
'18256411000001103,Elocon 0.1% cream (Necessity Supplies Ltd)
'19237711000001109,Mometasone 0.1% cream (A A H Pharmaceuticals Ltd)
'19238211000001103,Mometasone 0.1% cream (A A H Pharmaceuticals Ltd)
'19238311000001106,Mometasone 0.1% cream (A A H Pharmaceuticals Ltd)
'19302511000001102,Mometasone 0.1% cream (Glenmark Pharmaceuticals Europe Ltd)
'19302611000001103,Mometasone 0.1% cream (Glenmark Pharmaceuticals Europe Ltd)
'19302711000001107,Mometasone 0.1% cream (Glenmark Pharmaceuticals Europe Ltd)
'19563411000001106,Mometasone 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'19563511000001105,Mometasone 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'19563611000001109,Mometasone 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'21303411000001100,Mometasone 0.1% cream (Auden McKenzie (Pharma Division) Ltd)
'21303511000001101,Mometasone 0.1% cream (Auden McKenzie (Pharma Division) Ltd)
'21303711000001106,Mometasone 0.1% cream (Auden McKenzie (Pharma Division) Ltd)
'21539911000001104,Mometasone 0.1% cream (Actavis UK Ltd)
'21540011000001105,Mometasone 0.1% cream (Actavis UK Ltd)
'21540111000001106,Mometasone 0.1% cream (Actavis UK Ltd)
'21807111000001104,Mometasone 0.1% cream (Waymade Healthcare Plc)
'21807211000001105,Mometasone 0.1% cream (Waymade Healthcare Plc)
'22517911000001100,Mometasone 0.1% cream (Teva UK Ltd)
'22518011000001103,Mometasone 0.1% cream (Teva UK Ltd)
'22518111000001102,Mometasone 0.1% cream (Teva UK Ltd)
'24401911000001106,Mometasone 0.1% cream (DE Pharmaceuticals)
'24402211000001109,Mometasone 0.1% cream (DE Pharmaceuticals)
'24402111000001103,Mometasone 0.1% cream (DE Pharmaceuticals)
'29925911000001101,Mometasone 0.1% cream (Sigma Pharmaceuticals Plc)
'29926011000001109,Mometasone 0.1% cream (Sigma Pharmaceuticals Plc)
'30832811000001109,Mometasone 0.1% cream (Mawdsley-Brooks & Company Ltd)
'30832911000001104,Mometasone 0.1% cream (Mawdsley-Brooks & Company Ltd)
'30833011000001107,Mometasone 0.1% cream (Mawdsley-Brooks & Company Ltd)
'332050000,Mometasone 0.1% ointment
'1293111000001101,Mometasone 0.1% ointment
'1303211000001101,Mometasone 0.1% ointment
'19298311000001100,Mometasone 0.1% ointment
'19299111000001109,Mometasone 0.1% ointment
'338611000001100,Elocon 0.1% ointment (Merck Sharp & Dohme Ltd)
'2140811000001107,Elocon 0.1% ointment (Merck Sharp & Dohme Ltd)
'2141211000001100,Elocon 0.1% ointment (Merck Sharp & Dohme Ltd)
'5264511000001109,Elocon 0.1% ointment (Waymade Healthcare Plc)
'5264611000001108,Elocon 0.1% ointment (Waymade Healthcare Plc)
'10853911000001107,Elocon 0.1% ointment (Waymade Healthcare Plc)
'5289111000001101,Elocon 0.1% ointment (Dowelhurst Ltd)
'5289411000001106,Elocon 0.1% ointment (Dowelhurst Ltd)
'5304411000001103,Mometasone 0.1% ointment (Dowelhurst Ltd)
'5304511000001104,Mometasone 0.1% ointment (Dowelhurst Ltd)
'13871011000001109,Elocon 0.1% ointment (DE Pharmaceuticals)
'13871111000001105,Elocon 0.1% ointment (DE Pharmaceuticals)
'14217911000001100,Elocon 0.1% ointment (Sigma Pharmaceuticals Plc)
'14218011000001103,Elocon 0.1% ointment (Sigma Pharmaceuticals Plc)
'16098611000001106,Mometasone 0.1% ointment (Glenmark Pharmaceuticals Europe Ltd)
'16098811000001105,Mometasone 0.1% ointment (Glenmark Pharmaceuticals Europe Ltd)
'16098711000001102,Mometasone 0.1% ointment (Glenmark Pharmaceuticals Europe Ltd)
'19298611000001105,Mometasone 0.1% ointment (Glenmark Pharmaceuticals Europe Ltd)
'19299211000001103,Mometasone 0.1% ointment (Glenmark Pharmaceuticals Europe Ltd)
'16171211000001101,Elocon 0.1% ointment (Lexon (UK) Ltd)
'16171311000001109,Elocon 0.1% ointment (Lexon (UK) Ltd)
'16184811000001109,Mometasone 0.1% ointment (A A H Pharmaceuticals Ltd)
'16184911000001104,Mometasone 0.1% ointment (A A H Pharmaceuticals Ltd)
'16185011000001104,Mometasone 0.1% ointment (A A H Pharmaceuticals Ltd)
'19669611000001102,Mometasone 0.1% ointment (A A H Pharmaceuticals Ltd)
'19669711000001106,Mometasone 0.1% ointment (A A H Pharmaceuticals Ltd)
'16570911000001106,Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'16571011000001103,Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'16571111000001102,Elocon 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'16638711000001100,Mometasone 0.1% ointment (Teva UK Ltd)
'16638811000001108,Mometasone 0.1% ointment (Teva UK Ltd)
'16638911000001103,Mometasone 0.1% ointment (Teva UK Ltd)
'16641211000001104,Mometasone 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'16641311000001107,Mometasone 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'16641411000001100,Mometasone 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'18140911000001108,Mometasone 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'18141011000001100,Mometasone 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'18141111000001104,Mometasone 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'18256511000001104,Elocon 0.1% ointment (Necessity Supplies Ltd)
'18256611000001100,Elocon 0.1% ointment (Necessity Supplies Ltd)
'21303811000001103,Mometasone 0.1% ointment (Auden McKenzie (Pharma Division) Ltd)
'21303911000001108,Mometasone 0.1% ointment (Auden McKenzie (Pharma Division) Ltd)
'21304011000001106,Mometasone 0.1% ointment (Auden McKenzie (Pharma Division) Ltd)
'21540211000001100,Mometasone 0.1% ointment (Actavis UK Ltd)
'21540311000001108,Mometasone 0.1% ointment (Actavis UK Ltd)
'21540411000001101,Mometasone 0.1% ointment (Actavis UK Ltd)
'21807411000001109,Mometasone 0.1% ointment (Waymade Healthcare Plc)
'21807711000001103,Mometasone 0.1% ointment (Waymade Healthcare Plc)
'21807911000001101,Mometasone 0.1% ointment (Waymade Healthcare Plc)
'21807611000001107,Mometasone 0.1% ointment (Waymade Healthcare Plc)
'21807811000001106,Mometasone 0.1% ointment (Waymade Healthcare Plc)
'24402311000001101,Mometasone 0.1% ointment (DE Pharmaceuticals)
'24402511000001107,Mometasone 0.1% ointment (DE Pharmaceuticals)
'24402411000001108,Mometasone 0.1% ointment (DE Pharmaceuticals)
'29926211000001104,Mometasone 0.1% ointment (Sigma Pharmaceuticals Plc)
'29926311000001107,Mometasone 0.1% ointment (Sigma Pharmaceuticals Plc)
'29926411000001100,Mometasone 0.1% ointment (Sigma Pharmaceuticals Plc)
'30833111000001108,Mometasone 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'30833211000001102,Mometasone 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'30833311000001105,Mometasone 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'33599611000001105,Mometasone 0.1% ointment (Mylan)
'33599711000001101,Mometasone 0.1% ointment (Mylan)
'33599811000001109,Mometasone 0.1% ointment (Mylan)
'331938006,Fluocinolone acetonide 0.025% gel
'1295811000001107,Fluocinolone acetonide 0.025% gel
'11507211000001107,Fluocinolone acetonide 0.025% gel
'427911000001103,Synalar 0.025% gel (Reig Jofre UK Ltd)
'2156911000001102,Synalar 0.025% gel (Reig Jofre UK Ltd)
'11507311000001104,Synalar 0.025% gel (Reig Jofre UK Ltd)
'331944005,Fluocinolone acetonide 0.025% cream
'1105811000001108,Fluocinolone acetonide 0.025% cream
'1216311000001109,Fluocinolone acetonide 0.025% cream
'264611000001109,Synalar 0.025% cream (Reig Jofre UK Ltd)
'2158611000001109,Synalar 0.025% cream (Reig Jofre UK Ltd)
'2158911000001103,Synalar 0.025% cream (Reig Jofre UK Ltd)
'331939003,Fluocinolone acetonide 0.025% ointment
'1252311000001103,Fluocinolone acetonide 0.025% ointment
'1096611000001109,Fluocinolone acetonide 0.025% ointment
'434611000001100,Synalar 0.025% ointment (Reig Jofre UK Ltd)
'2160411000001104,Synalar 0.025% ointment (Reig Jofre UK Ltd)
'2162011000001107,Synalar 0.025% ointment (Reig Jofre UK Ltd)
'332000007,Hydrocortisone butyrate 0.1% ointment
'1039811000001109,Hydrocortisone butyrate 0.1% ointment
'1286011000001109,Hydrocortisone butyrate 0.1% ointment
'911811000001106,Locoid 0.1% ointment (LEO Pharma)
'2170411000001106,Locoid 0.1% ointment (LEO Pharma)
'2170711000001100,Locoid 0.1% ointment (LEO Pharma)
'10855911000001108,Locoid 0.1% ointment (Waymade Healthcare Plc)
'10856011000001100,Locoid 0.1% ointment (Waymade Healthcare Plc)
'14327611000001107,Locoid 0.1% ointment (Sigma Pharmaceuticals Plc)
'14327711000001103,Locoid 0.1% ointment (Sigma Pharmaceuticals Plc)
'16200011000001106,Locoid 0.1% ointment (Lexon (UK) Ltd)
'16200111000001107,Locoid 0.1% ointment (Lexon (UK) Ltd)
'16508611000001105,Locoid 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'16508811000001109,Locoid 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'374372000,Betamethasone valerate 0.1% cream
'1084011000001108,Betamethasone valerate 0.1% cream
'947511000001105,Betamethasone valerate 0.1% cream
'33565211000001107,Betamethasone valerate 0.1% cream
'589311000001109,Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd)
'2176411000001108,Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd)
'10986011000001101,Betamethasone valerate 0.1% cream (A A H Pharmaceuticals Ltd)
'692111000001109,Betnovate 0.1% cream (GlaxoSmithKline UK Ltd)
'2176511000001107,Betnovate 0.1% cream (GlaxoSmithKline UK Ltd)
'2176711000001102,Betnovate 0.1% cream (GlaxoSmithKline UK Ltd)
'318411000001105,Betamethasone valerate 0.1% cream (Kent Pharmaceuticals Ltd)
'2177111000001100,Betamethasone valerate 0.1% cream (Kent Pharmaceuticals Ltd)
'79811000001109,Betamethasone valerate 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'2177811000001107,Betamethasone valerate 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'16164911000001102,Betamethasone valerate 0.1% cream (Alliance Healthcare (Distribution) Ltd)
'5619011000001101,Betnovate 0.1% cream (Dowelhurst Ltd)
'5619111000001100,Betnovate 0.1% cream (Dowelhurst Ltd)
'10844811000001101,Betnovate 0.1% cream (Waymade Healthcare Plc)
'10845011000001106,Betnovate 0.1% cream (Waymade Healthcare Plc)
'10844911000001106,Betnovate 0.1% cream (Waymade Healthcare Plc)
'10964111000001109,Betamethasone valerate 0.1% cream (Teva UK Ltd)
'10964311000001106,Betamethasone valerate 0.1% cream (Teva UK Ltd)
'10964411000001104,Betamethasone valerate 0.1% cream (Teva UK Ltd)
'13183111000001107,Betamethasone valerate 0.1% cream (Dowelhurst Ltd)
'13183211000001101,Betamethasone valerate 0.1% cream (Dowelhurst Ltd)
'13183311000001109,Betamethasone valerate 0.1% cream (Dowelhurst Ltd)
'13575511000001102,Betamethasone valerate 0.1% cream (DE Pharmaceuticals)
'13575611000001103,Betamethasone valerate 0.1% cream (DE Pharmaceuticals)
'22620611000001107,Betamethasone valerate 0.1% cream (DE Pharmaceuticals)
'15053011000001100,Betamethasone valerate 0.1% cream (Sigma Pharmaceuticals Plc)
'15053111000001104,Betamethasone valerate 0.1% cream (Sigma Pharmaceuticals Plc)
'15053311000001102,Betamethasone valerate 0.1% cream (Sigma Pharmaceuticals Plc)
'15515011000001105,Betamethasone valerate 0.1% cream (Actavis UK Ltd)
'15515111000001106,Betamethasone valerate 0.1% cream (Actavis UK Ltd)
'15515311000001108,Betamethasone valerate 0.1% cream (Actavis UK Ltd)
'17495311000001104,Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'17495411000001106,Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'17495511000001105,Betnovate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'17799411000001104,Betamethasone valerate 0.1% cream (Phoenix Healthcare Distribution Ltd)
'17799711000001105,Betamethasone valerate 0.1% cream (Phoenix Healthcare Distribution Ltd)
'17800011000001100,Betamethasone valerate 0.1% cream (Phoenix Healthcare Distribution Ltd)
'21792711000001100,Betamethasone valerate 0.1% cream (Waymade Healthcare Plc)
'21793011000001106,Betamethasone valerate 0.1% cream (Waymade Healthcare Plc)
'21793111000001107,Betamethasone valerate 0.1% cream (Waymade Healthcare Plc)
'29999611000001104,Betamethasone valerate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'29999711000001108,Betamethasone valerate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'30000211000001102,Betamethasone valerate 0.1% cream (Mawdsley-Brooks & Company Ltd)
'33564711000001104,Betamethasone valerate 0.1% cream (Manx Healthcare Ltd)
'33565311000001104,Betamethasone valerate 0.1% cream (Manx Healthcare Ltd)
'159911000001105,Betnovate RD 0.025% cream (GlaxoSmithKline UK Ltd)
'2179911000001109,Betnovate RD 0.025% cream (GlaxoSmithKline UK Ltd)
'36098311000001104,Diflucortolone 0.1% oily cream
'1193011000001100,Diflucortolone 0.1% oily cream
'322911000001105,Nerisone 0.1% oily cream (Meadow Laboratories Ltd)
'2569811000001103,Nerisone 0.1% oily cream (Meadow Laboratories Ltd)
'331852009,Betamethasone valerate 0.1% / Clioquinol 3% ointment
'1288711000001105,Betamethasone valerate 0.1% / Clioquinol 3% ointment
'909211000001108,Betnovate-C ointment (Chemidex Pharma Ltd)
'2677911000001101,Betnovate-C ointment (Chemidex Pharma Ltd)
'21736211000001100,Betamethasone valerate 0.1% / Clioquinol 3% ointment (Essential Generics Ltd)
'21736311000001108,Betamethasone valerate 0.1% / Clioquinol 3% ointment (Essential Generics Ltd)
'21959011000001107,Betamethasone valerate 0.1% / Clioquinol 3% ointment (Alliance Healthcare (Distribution) Ltd)
'21959411000001103,Betamethasone valerate 0.1% / Clioquinol 3% ointment (Alliance Healthcare (Distribution) Ltd)
'22125711000001109,Betamethasone valerate 0.1% / Clioquinol 3% ointment (A A H Pharmaceuticals Ltd)
'22125911000001106,Betamethasone valerate 0.1% / Clioquinol 3% ointment (A A H Pharmaceuticals Ltd)
'331853004,Betamethasone valerate 0.1% / Clioquinol 3% cream
'1109311000001102,Betamethasone valerate 0.1% / Clioquinol 3% cream
'547311000001106,Betnovate-C cream (Chemidex Pharma Ltd)
'2678011000001104,Betnovate-C cream (Chemidex Pharma Ltd)
'21736011000001105,Betamethasone valerate 0.1% / Clioquinol 3% cream (Essential Generics Ltd)
'21736111000001106,Betamethasone valerate 0.1% / Clioquinol 3% cream (Essential Generics Ltd)
'21958411000001106,Betamethasone valerate 0.1% / Clioquinol 3% cream (Alliance Healthcare (Distribution) Ltd)
'21958611000001109,Betamethasone valerate 0.1% / Clioquinol 3% cream (Alliance Healthcare (Distribution) Ltd)
'22124911000001107,Betamethasone valerate 0.1% / Clioquinol 3% cream (A A H Pharmaceuticals Ltd)
'22125511000001104,Betamethasone valerate 0.1% / Clioquinol 3% cream (A A H Pharmaceuticals Ltd)
'35910811000001104,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream
'1153611000001101,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream
'2899411000001101,Lotriderm cream (Merck Sharp & Dohme Ltd)
'2899511000001102,Lotriderm cream (Merck Sharp & Dohme Ltd)
'14368511000001100,Lotriderm cream (Sigma Pharmaceuticals Plc)
'14368711000001105,Lotriderm cream (Sigma Pharmaceuticals Plc)
'16202611000001103,Lotriderm cream (Lexon (UK) Ltd)
'16202811000001104,Lotriderm cream (Lexon (UK) Ltd)
'16513511000001104,Lotriderm cream (Mawdsley-Brooks & Company Ltd)
'16513711000001109,Lotriderm cream (Mawdsley-Brooks & Company Ltd)
'16582211000001105,Lotriderm cream (Stephar (U.K.) Ltd)
'16582311000001102,Lotriderm cream (Stephar (U.K.) Ltd)
'17572911000001106,Lotriderm cream (Necessity Supplies Ltd)
'17573011000001103,Lotriderm cream (Necessity Supplies Ltd)
'18590311000001105,Lotriderm cream (DE Pharmaceuticals)
'18590411000001103,Lotriderm cream (DE Pharmaceuticals)
'331997004,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% cream
'971911000001107,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% cream
'137411000001107,Locoid C cream (Astellas Pharma Ltd)
'2736011000001108,Locoid C cream (Astellas Pharma Ltd)
'331851002,Betamethasone valerate 0.1% / Neomycin 0.5% cream
'1231911000001109,Betamethasone valerate 0.1% / Neomycin 0.5% cream
'1116911000001108,Betamethasone valerate 0.1% / Neomycin 0.5% cream
'44811000001106,Betnovate-N cream (Chemidex Pharma Ltd)
'2784111000001108,Betnovate-N cream (Chemidex Pharma Ltd)
'2784211000001102,Betnovate-N cream (Chemidex Pharma Ltd)
'21736711000001107,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Essential Generics Ltd)
'21737411000001104,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Essential Generics Ltd)
'21737511000001100,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Essential Generics Ltd)
'21959511000001104,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Alliance Healthcare (Distribution) Ltd)
'21959711000001109,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Alliance Healthcare (Distribution) Ltd)
'21959811000001101,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Alliance Healthcare (Distribution) Ltd)
'22126011000001103,Betamethasone valerate 0.1% / Neomycin 0.5% cream (A A H Pharmaceuticals Ltd)
'22126111000001102,Betamethasone valerate 0.1% / Neomycin 0.5% cream (A A H Pharmaceuticals Ltd)
'22126211000001108,Betamethasone valerate 0.1% / Neomycin 0.5% cream (A A H Pharmaceuticals Ltd)
'331850001,Betamethasone valerate 0.1% / Neomycin 0.5% ointment
'958611000001106,Betamethasone valerate 0.1% / Neomycin 0.5% ointment
'1191611000001108,Betamethasone valerate 0.1% / Neomycin 0.5% ointment
'547511000001100,Betnovate-N ointment (Chemidex Pharma Ltd)
'2788411000001107,Betnovate-N ointment (Chemidex Pharma Ltd)
'2788611000001105,Betnovate-N ointment (Chemidex Pharma Ltd)
'21737611000001101,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Essential Generics Ltd)
'21737711000001105,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Essential Generics Ltd)
'21737811000001102,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Essential Generics Ltd)
'21959911000001106,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Alliance Healthcare (Distribution) Ltd)
'21960011000001108,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Alliance Healthcare (Distribution) Ltd)
'21960111000001109,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Alliance Healthcare (Distribution) Ltd)
'22126611000001105,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (A A H Pharmaceuticals Ltd)
'22126711000001101,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (A A H Pharmaceuticals Ltd)
'22126811000001109,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (A A H Pharmaceuticals Ltd)
'331822001,Betamethasone valerate 0.1% scalp application
