SNOMEDCode,description
'9848911000001101,White soft paraffin 15% / Liquid paraffin light 6% cream
'10614511000001100,White soft paraffin 15% / Liquid paraffin light 6% cream
'22218711000001106,White soft paraffin 15% / Liquid paraffin light 6% cream
'35006911000001101,White soft paraffin 15% / Liquid paraffin light 6% cream
'2985111000001101,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'2985511000001105,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'2985611000001109,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'9849511000001102,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'10614611000001101,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'22218811000001103,Oilatum cream (GlaxoSmithKline Consumer Healthcare)
'3004211000001107,Hydromol Bath & Shower emollient (Alliance Pharmaceuticals Ltd)
'3004511000001105,Hydromol Bath & Shower emollient (Alliance Pharmaceuticals Ltd)
'3004611000001109,Hydromol Bath & Shower emollient (Alliance Pharmaceuticals Ltd)
'3004711000001100,Hydromol Bath & Shower emollient (Alliance Pharmaceuticals Ltd)
'9529611000001104,Hydromol Bath & Shower emollient (Alliance Pharmaceuticals Ltd)
'3486011000001103,Liquid paraffin light 46% / Isopropyl myristate 39% bath emollient
'3045211000001102,Liquid paraffin light 46% / Isopropyl myristate 39% bath emollient
'3045411000001103,Diprobath bath emollient (Merck Sharp & Dohme Ltd)
'3045611000001100,Diprobath bath emollient (Merck Sharp & Dohme Ltd)
'3486411000001107,Liquid paraffin 16% lotion
'3059211000001102,Liquid paraffin 16% lotion
'3059411000001103,Liquid paraffin 16% lotion
'3059611000001100,Liquid paraffin 16% lotion
'3061511000001107,Keri Therapeutic lotion (Bristol-Myers Squibb Pharmaceuticals Ltd)
'3061811000001105,Keri Therapeutic lotion (Bristol-Myers Squibb Pharmaceuticals Ltd)
'3061911000001100,Keri Therapeutic lotion (Bristol-Myers Squibb Pharmaceuticals Ltd)
'3062411000001103,Alcoderm lotion (Galderma (UK) Ltd)
'3063511000001106,Alcoderm lotion (Galderma (UK) Ltd)
'3391811000001109,Generic Aveeno baby bath additive colloidal powder 15g sachets
'3333011000001106,Generic Aveeno baby bath additive colloidal powder 15g sachets
'3333311000001109,Aveeno baby bath additive colloidal powder 15g sachets (Johnson & Johnson Ltd)
'3333511000001103,Aveeno baby bath additive colloidal powder 15g sachets (Johnson & Johnson Ltd)
'3391911000001104,Generic Aveeno bath additive colloidal powder 50g sachets
'3334211000001103,Generic Aveeno bath additive colloidal powder 50g sachets
'3334411000001104,Aveeno bath additive colloidal powder 50g sachets (Johnson & Johnson Ltd)
'3334611000001101,Aveeno bath additive colloidal powder 50g sachets (Johnson & Johnson Ltd)
'3542311000001102,Generic Diprobase cream
'3467911000001103,Generic Diprobase cream
'3468111000001100,Generic Diprobase cream
'3468211000001106,Diprobase cream (Bayer Plc)
'3468311000001103,Diprobase cream (Bayer Plc)
'3468411000001105,Diprobase cream (Bayer Plc)
'3557511000001109,Generic Unguentum M cream
'3487711000001103,Generic Unguentum M cream
'3488011000001104,Generic Unguentum M cream
'3488111000001103,Generic Unguentum M cream
'3488211000001109,Generic Unguentum M cream
'3488311000001101,Generic Unguentum M cream
'3488411000001108,Unguentum M cream (Almirall Ltd)
'3488511000001107,Unguentum M cream (Almirall Ltd)
'3488811000001105,Unguentum M cream (Almirall Ltd)
'3489211000001104,Unguentum M cream (Almirall Ltd)
'3489311000001107,Unguentum M cream (Almirall Ltd)
'3490511000001108,Unguentum M cream (Almirall Ltd)
'400760005,White soft paraffin 95% / Liquid paraffin 5% ointment
'3491011000001109,White soft paraffin 95% / Liquid paraffin 5% ointment
'18454211000001108,White soft paraffin 95% / Liquid paraffin 5% ointment
'3491511000001101,Diprobase ointment (Bayer Plc)
'3491611000001102,Diprobase ointment (Bayer Plc)
'18454311000001100,Diprobase ointment (Bayer Plc)
'10851611000001100,Diprobase ointment (Waymade Healthcare Plc)
'10851711000001109,Diprobase ointment (Waymade Healthcare Plc)
'3655311000001100,Isopropyl myristate 15% / Liquid paraffin 15% gel
'3640811000001101,Isopropyl myristate 15% / Liquid paraffin 15% gel
'3640911000001106,Isopropyl myristate 15% / Liquid paraffin 15% gel
'11497511000001103,Isopropyl myristate 15% / Liquid paraffin 15% gel
'23463711000001108,Isopropyl myristate 15% / Liquid paraffin 15% gel
'35100211000001104,Isopropyl myristate 15% / Liquid paraffin 15% gel
'36506611000001107,Isopropyl myristate 15% / Liquid paraffin 15% gel
'3641211000001108,Doublebase gel (Dermal Laboratories Ltd)
'3641311000001100,Doublebase gel (Dermal Laboratories Ltd)
'3641511000001106,Doublebase gel (Dermal Laboratories Ltd)
'35100311000001107,Doublebase gel (Dermal Laboratories Ltd)
'11497611000001104,Doublebase emollient shower gel (Dermal Laboratories Ltd)
'11497711000001108,Doublebase emollient shower gel (Dermal Laboratories Ltd)
'15441611000001101,Doublebase emollient wash gel (Dermal Laboratories Ltd)
'15441711000001105,Doublebase emollient wash gel (Dermal Laboratories Ltd)
'19380211000001102,Doublebase Dayleve gel (Dermal Laboratories Ltd)
'19380311000001105,Doublebase Dayleve gel (Dermal Laboratories Ltd)
'19380411000001103,Doublebase Dayleve gel (Dermal Laboratories Ltd)
'3655211000001108,Generic Ultrabase cream
'3641011000001103,Generic Ultrabase cream
'3641111000001102,Generic Ultrabase cream
'31073411000001105,Generic Ultrabase cream
'3641411000001107,Ultrabase cream (Derma UK Ltd)
'3641711000001101,Ultrabase cream (Derma UK Ltd)
'31073711000001104,Ultrabase cream (Derma UK Ltd)
'3641911000001104,Ultrabase cream (Derma UK Ltd)
'31073511000001109,Ultrabase cream (Derma UK Ltd)
'3655111000001102,Generic Polytar Emollient
'3646311000001108,Generic Polytar Emollient
'3646411000001101,Polytar Emollient (GlaxoSmithKline Consumer Healthcare)
'3646511000001102,Polytar Emollient (GlaxoSmithKline Consumer Healthcare)
'3754611000001101,White soft paraffin 15% / Dimeticone 1% cream
'3743911000001107,White soft paraffin 15% / Dimeticone 1% cream
'3744911000001109,Vaseline Dermacare cream (Unilever UK Home & Personal Care)
'3745211000001104,Vaseline Dermacare cream (Unilever UK Home & Personal Care)
'3766311000001106,Generic Lipobase cream
'3759111000001105,Generic Lipobase cream
'3759211000001104,Lipobase cream (LEO Pharma)
'3759311000001107,Lipobase cream (LEO Pharma)
'14654811000001105,Cetomacrogol cream (Formula A)
'3767011000001106,Cetomacrogol cream (Formula A)
'3767111000001107,Cetomacrogol cream (Formula A) (A A H Pharmaceuticals Ltd)
'3767211000001101,Cetomacrogol cream (Formula A) (A A H Pharmaceuticals Ltd)
'3767311000001109,Cetomacrogol cream (Formula A) (Thornton & Ross Ltd)
'3767411000001102,Cetomacrogol cream (Formula A) (Thornton & Ross Ltd)
'3767511000001103,Cetomacrogol cream (Formula A) (Alliance Healthcare (Distribution) Ltd)
'3767611000001104,Cetomacrogol cream (Formula A) (Alliance Healthcare (Distribution) Ltd)
'21832811000001103,Cetomacrogol cream (Formula A) (Waymade Healthcare Plc)
'21832911000001108,Cetomacrogol cream (Formula A) (Waymade Healthcare Plc)
'33533411000001101,AquaDerm Cetomacrogol cream (Formula A) (Impectron Ltd)
'33533511000001102,AquaDerm Cetomacrogol cream (Formula A) (Impectron Ltd)
'3774111000001107,Ashbourne Emollient Medicinal bath oil (Ashbourne Pharmaceuticals Ltd)
'3774211000001101,Ashbourne Emollient Medicinal bath oil (Ashbourne Pharmaceuticals Ltd)
'3774311000001109,Ashbourne Emollient Medicinal bath oil (Ashbourne Pharmaceuticals Ltd)
'3979411000001108,Dermalo bath emollient (Dermal Laboratories Ltd)
'3979811000001105,Dermalo bath emollient (Dermal Laboratories Ltd)
'14694211000001101,Zerolatum Emollient bath additive (Thornton & Ross Ltd)
'14694311000001109,Zerolatum Emollient bath additive (Thornton & Ross Ltd)
'3805711000001100,Glycerol 40% cream
'3789111000001103,Glycerol 40% cream
'3789611000001106,Neutrogena Norwegian Formula 40% dermatological cream (Johnson & Johnson Ltd)
'3789911000001100,Neutrogena Norwegian Formula 40% dermatological cream (Johnson & Johnson Ltd)
'3826711000001102,Generic Vaseline Dermacare lotion
'3823411000001103,Generic Vaseline Dermacare lotion
'3823511000001104,Generic Vaseline Dermacare lotion
'3823611000001100,Generic Vaseline Dermacare lotion
'3823811000001101,Vaseline Dermacare lotion (Unilever UK Home & Personal Care)
'3824011000001109,Vaseline Dermacare lotion (Unilever UK Home & Personal Care)
'3824111000001105,Vaseline Dermacare lotion (Unilever UK Home & Personal Care)
'3824211000001104,Vaseline Dermacare lotion (Unilever UK Home & Personal Care)
'3875711000001109,Lactic acid 5% / Sodium pidolate 2.5% lotion
'3871211000001100,Lactic acid 5% / Sodium pidolate 2.5% lotion
'3871311000001108,LactiCare lotion (Stiefel Laboratories (UK) Ltd)
'3871411000001101,LactiCare lotion (Stiefel Laboratories (UK) Ltd)
'3973711000001100,Generic Decubal Clinic cream
'3966311000001100,Generic Decubal Clinic cream
'3966411000001107,Decubal Clinic cream (Actavis UK Ltd)
'3966511000001106,Decubal Clinic cream (Actavis UK Ltd)
'4018111000001108,Zinc oxide 8.1% / Hydrous wool fat 4% cream
'4005411000001105,Zinc oxide 8.1% / Hydrous wool fat 4% cream
'4005511000001109,Zinc oxide 8.1% / Hydrous wool fat 4% cream
'4005611000001108,Hewletts cream (Kestrel Healthcare Ltd)
'4005711000001104,Hewletts cream (Kestrel Healthcare Ltd)
'4005811000001107,Hewletts cream (Kestrel Healthcare Ltd)
'4032611000001106,Generic Alcoderm cream
'4021711000001107,Generic Alcoderm cream
'4022011000001102,Alcoderm cream (Galderma (UK) Ltd)
'4022211000001107,Alcoderm cream (Galderma (UK) Ltd)
'14613811000001102,Cetomacrogol cream (Formula B)
'4229111000001101,Cetomacrogol cream (Formula B)
'4229511000001105,Cetomacrogol cream (Formula B) (Alliance Healthcare (Distribution) Ltd)
'4229611000001109,Cetomacrogol cream (Formula B) (Alliance Healthcare (Distribution) Ltd)
'4282411000001108,Generic E45 emollient shower cream
'4275311000001102,Generic E45 emollient shower cream
'4275411000001109,E45 emollient shower cream (Reckitt Benckiser Healthcare (UK) Ltd)
'4275511000001108,E45 emollient shower cream (Reckitt Benckiser Healthcare (UK) Ltd)
'4282311000001101,Generic Allergenics emollient cream
'4277311000001105,Generic Allergenics emollient cream
'4277411000001103,Generic Allergenics emollient cream
'4277611000001100,Allergenics emollient cream (Optima Consumer Health Ltd)
'4277711000001109,Allergenics emollient cream (Optima Consumer Health Ltd)
'4277811000001101,Allergenics emollient cream (Optima Consumer Health Ltd)
'4282911000001100,Generic Imuderm cream
'4279411000001107,Generic Imuderm cream
'4279511000001106,Imuderm cream (Mercury Pharma Group Ltd)
'4279611000001105,Imuderm cream (Mercury Pharma Group Ltd)
'36066211000001109,Evening primrose oil 20% cream
'4616811000001107,Evening primrose oil 20% cream
'4616911000001102,Evening primrose oil 20% cream
'17475411000001101,Evening primrose oil 20% cream
'4617111000001102,Linola Gamma 20% cream (Linderma Ltd)
'4617311000001100,Linola Gamma 20% cream (Linderma Ltd)
'4617411000001107,Linola Gamma 20% cream (Linderma Ltd)
'17475511000001102,Evening primrose oil 20% cream (Special Order)
'17475611000001103,Evening primrose oil 20% cream (Special Order)
'5040811000001103,Evening primrose oil 0.87% cream
'5025711000001104,Evening primrose oil 0.87% cream
'5025911000001102,Evening primrose oil 0.87% cream (Nelsons)
'5026011000001105,Evening primrose oil 0.87% cream (Nelsons)
'35127711000001100,Remedy barrier moisturising cream 2ml sachets (Medline Industries Ltd)
'35127811000001108,Remedy barrier moisturising cream 2ml sachets (Medline Industries Ltd)
'35128011000001101,Remedy barrier moisturising cream (Medline Industries Ltd)
'35128111000001100,Remedy barrier moisturising cream (Medline Industries Ltd)
'35144811000001102,Remedy barrier moisturising cream (Medline Industries Ltd)
'7527611000001102,Generic E45 Lipcare
'7515211000001100,Generic E45 Lipcare
'7515311000001108,E45 Lipcare (Reckitt Benckiser Healthcare (UK) Ltd)
'7515411000001101,E45 Lipcare (Reckitt Benckiser Healthcare (UK) Ltd)
'7526511000001103,Generic AquaBar
'7523211000001108,Generic AquaBar
'7523411000001107,AquaBar (Strides Pharma UK Ltd)
'7523711000001101,AquaBar (Strides Pharma UK Ltd)
'7538311000001106,Allergenics Skin lotion (Optima Consumer Health Ltd)
'7538511000001100,Allergenics Skin lotion (Optima Consumer Health Ltd)
'7538611000001101,Eucerin Dry Skin Relief soothing spray (Beiersdorf UK Ltd)
'7538711000001105,Eucerin Dry Skin Relief soothing spray (Beiersdorf UK Ltd)
'7539111000001102,Oilatum lotion (GlaxoSmithKline Consumer Healthcare)
'7539211000001108,Oilatum lotion (GlaxoSmithKline Consumer Healthcare)
'11053911000001102,Aveeno Skin Relief moisturising lotion with shea butter (Johnson & Johnson Ltd)
'11054011000001104,Aveeno Skin Relief moisturising lotion with shea butter (Johnson & Johnson Ltd)
'24373611000001102,Aveeno Skin Relief moisturising lotion with shea butter (Johnson & Johnson Ltd)
'17076711000001106,Cetaphil moisturising lotion (Galderma (UK) Ltd)
'17076811000001103,Cetaphil moisturising lotion (Galderma (UK) Ltd)
'19532011000001100,Cetaphil moisturising lotion (Galderma (UK) Ltd)
'24246911000001107,Cetaphil moisturising lotion (Galderma (UK) Ltd)
'19531611000001101,Cetaphil Restoraderm skin restoring moisturiser (Galderma (UK) Ltd)
'19531711000001105,Cetaphil Restoraderm skin restoring moisturiser (Galderma (UK) Ltd)
'24373711000001106,Aveeno Daily moisturising lotion (Johnson & Johnson Ltd)
'24373811000001103,Aveeno Daily moisturising lotion (Johnson & Johnson Ltd)
'24373911000001108,Aveeno Daily moisturising lotion (Johnson & Johnson Ltd)
'24374511000001103,Aveeno Daily moisturising lotion with lavender (Johnson & Johnson Ltd)
'24374611000001104,Aveeno Daily moisturising lotion with lavender (Johnson & Johnson Ltd)
'24374711000001108,Aveeno Skin Relief moisturising lotion with menthol (Johnson & Johnson Ltd)
'24374811000001100,Aveeno Skin Relief moisturising lotion with menthol (Johnson & Johnson Ltd)
'7551611000001105,Boots Baby Sensitive Skin moisturising cream (The Boots Company Plc)
'7551711000001101,Boots Baby Sensitive Skin moisturising cream (The Boots Company Plc)
'7557411000001104,Exorex moisturising cream (Teva UK Ltd)
'7557711000001105,Exorex moisturising cream (Teva UK Ltd)
'7557611000001101,Exorex moisturising cream (Teva UK Ltd)
'7558811000001103,Kamillosan baby cream (Mercury Pharma Group Ltd)
'7559011000001104,Kamillosan baby cream (Mercury Pharma Group Ltd)
'7560311000001100,Neutrogena Norwegian Formula Moisturisation foot cream (Johnson & Johnson Ltd)
'7560411000001107,Neutrogena Norwegian Formula Moisturisation foot cream (Johnson & Johnson Ltd)
'8421711000001101,Eumobase cream (GlaxoSmithKline Consumer Healthcare)
'8422211000001101,Eumobase cream (GlaxoSmithKline Consumer Healthcare)
'8421911000001104,Eumobase cream (GlaxoSmithKline Consumer Healthcare)
'13580511000001104,Lotil cream (Fenton Pharmaceuticals Ltd)
'13580711000001109,Lotil cream (Fenton Pharmaceuticals Ltd)
'13580611000001100,Lotil cream (Fenton Pharmaceuticals Ltd)
'13580811000001101,Lotil cream (Fenton Pharmaceuticals Ltd)
'14930911000001105,Lotil cream (Fenton Pharmaceuticals Ltd)
'13950811000001103,E45 Junior moisturising cream (Reckitt Benckiser Healthcare (UK) Ltd)
'13950911000001108,E45 Junior moisturising cream (Reckitt Benckiser Healthcare (UK) Ltd)
'16595911000001108,Vivaderm Daily cream (Scarlett & George UK Ltd)
'16596011000001100,Vivaderm Daily cream (Scarlett & George UK Ltd)
'16596111000001104,Vivaderm Ultra cream (Scarlett & George UK Ltd)
'16596211000001105,Vivaderm Ultra cream (Scarlett & George UK Ltd)
'17076511000001101,Cetaphil moisturising cream (Galderma (UK) Ltd)
'17076611000001102,Cetaphil moisturising cream (Galderma (UK) Ltd)
'18656311000001108,Unique Deep Skin Moisturiser (SkinKind Ltd)
'18656411000001101,Unique Deep Skin Moisturiser (SkinKind Ltd)
'18656511000001102,Skin Moisturiser (SkinKind Ltd)
'18656611000001103,Skin Moisturiser (SkinKind Ltd)
'21712811000001107,Skin Moisturiser (SkinKind Ltd)
'20135811000001106,Moisturiser Plus (SkinKind Ltd)
'20135911000001101,Moisturiser Plus (SkinKind Ltd)
'20945011000001101,Clinisan emollient wash cream (Synergy Health (UK) Ltd)
'20945111000001100,Clinisan emollient wash cream (Synergy Health (UK) Ltd)
'29013211000001107,Skin Salvation intensive hand cream (Purepotions Skincare Ltd)
'29013411000001106,Skin Salvation intensive hand cream (Purepotions Skincare Ltd)
'29012811000001100,Skin Salvation daily moisturising cream (Purepotions Skincare Ltd)
'29012011000001106,Skin Salvation daily moisturising cream (Purepotions Skincare Ltd)
'29012111000001107,Skin Salvation daily moisturising cream (Purepotions Skincare Ltd)
'33552711000001103,Lotil foot cream (Fenton Pharmaceuticals Ltd)
'33552811000001106,Lotil foot cream (Fenton Pharmaceuticals Ltd)
'7559511000001107,Allergenics Intensive Care ointment (Optima Consumer Health Ltd)
'7559611000001106,Allergenics Intensive Care ointment (Optima Consumer Health Ltd)
'7563111000001109,Comfrey and Vitamin E balm (Power Health Products Ltd)
'7563211000001103,Comfrey and Vitamin E balm (Power Health Products Ltd)
'7660511000001101,Generic Dermol cream
'7644211000001104,Generic Dermol cream
'7644311000001107,Generic Dermol cream
'7644411000001100,Dermol cream (Dermal Laboratories Ltd)
'7644511000001101,Dermol cream (Dermal Laboratories Ltd)
'7644611000001102,Dermol cream (Dermal Laboratories Ltd)
'8010911000001105,Generic Chymol emollient balm ointment
'8012211000001100,Generic Chymol emollient balm ointment
'8012311000001108,Chymol emollient balm ointment (Herbal Concepts Ltd)
'8012411000001101,Chymol emollient balm ointment (Herbal Concepts Ltd)
'331473003,Chamomile extract 10.5% ointment
'8036511000001109,Chamomile extract 10.5% ointment
'8036611000001108,Kamillosan Chamomile 10.5% ointment (Omega Pharma Ltd)
'8036711000001104,Kamillosan Chamomile 10.5% ointment (Omega Pharma Ltd)
'8056511000001108,Cetrimide 0.2% / Benzalkonium chloride 0.1% cream
'8056711000001103,Cetrimide 0.2% / Benzalkonium chloride 0.1% cream
'8056811000001106,Cetrimide 0.2% / Benzalkonium chloride 0.1% cream
'8061411000001107,Neo Baby cream (Kent Pharmaceuticals Ltd)
'8061511000001106,Neo Baby cream (Kent Pharmaceuticals Ltd)
'8061611000001105,Neo Baby cream (Kent Pharmaceuticals Ltd)
'8093111000001104,Cetraben emollient 82.8% bath additive (Genus Pharmaceuticals Ltd)
'8093211000001105,Cetraben emollient 82.8% bath additive (Genus Pharmaceuticals Ltd)
'13951011000001100,E45 Junior moisturising mousse (Reckitt Benckiser Healthcare (UK) Ltd)
'13951111000001104,E45 Junior moisturising mousse (Reckitt Benckiser Healthcare (UK) Ltd)
'11359311000001104,Generic SensiCare emollient cream
'11349411000001109,Generic SensiCare emollient cream
'11349511000001108,SensiCare emollient cream (ConvaTec Ltd)
'11349611000001107,SensiCare emollient cream (ConvaTec Ltd)
'11487311000001108,E45 Sun moisturising lotion SPF 15 (Reckitt Benckiser Healthcare (UK) Ltd)
'11487411000001101,E45 Sun moisturising lotion SPF 15 (Reckitt Benckiser Healthcare (UK) Ltd)
'12797711000001100,Glycerol 25% cream
'12791211000001102,Glycerol 25% cream
'12791311000001105,Glycerol 25% cream
'12791411000001103,Eumocream 25% cream (GlaxoSmithKline Consumer Healthcare)
'12791511000001104,Eumocream 25% cream (GlaxoSmithKline Consumer Healthcare)
'12791611000001100,Eumocream 25% cream (GlaxoSmithKline Consumer Healthcare)
'13141811000001107,Doublebase emollient bath additive (Dermal Laboratories Ltd)
'13141911000001102,Doublebase emollient bath additive (Dermal Laboratories Ltd)
'15411611000001108,Propylene glycol 60% in Aqueous cream
'15409611000001106,Propylene glycol 60% in Aqueous cream
'15409711000001102,Propylene glycol 60% in Aqueous cream (Special Order)
'15409811000001105,Propylene glycol 60% in Aqueous cream (Special Order)
'16101211000001105,Generic CCS Foot Care cream
'16091611000001103,Generic CCS Foot Care cream
