SNOMEDCode,description
'1434511000001104,Prednisolone 2.5mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)
'459611000001100,Deltacortril 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'1434611000001100,Deltacortril 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'1434811000001101,Deltacortril 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'779211000001109,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'13654211000001106,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'1435311000001109,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'18033011000001108,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'4208511000001105,Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd)
'4208711000001100,Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd)
'13245711000001100,Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd)
'13245811000001108,Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd)
'15175711000001107,Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)
'15175911000001109,Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)
'17916411000001100,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)
'17916611000001102,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)
'17999311000001104,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'17999511000001105,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'17999411000001106,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'18307011000001109,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)
'18307111000001105,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)
'20593611000001105,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)
'19743011000001109,Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
'19743111000001105,Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
'22452711000001102,Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc)
'22452811000001105,Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc)
'22519711000001105,Dilacort 2.5mg gastro-resistant tablets (Auden McKenzie (Pharma Division) Ltd)
'22520011000001109,Dilacort 2.5mg gastro-resistant tablets (Auden McKenzie (Pharma Division) Ltd)
'30114011000001105,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)
'30114111000001106,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)
'30114211000001100,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)
'32652311000001103,Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)
'32652411000001105,Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)
'33577711000001104,Dilacort 2.5mg gastro-resistant tablets (Teva UK Ltd)
'33577811000001107,Dilacort 2.5mg gastro-resistant tablets (Teva UK Ltd)
'36568211000001107,Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd)
'36568311000001104,Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd)
'325444003,Prednisolone 5mg soluble tablets
'965911000001100,Prednisolone 5mg soluble tablets
'245011000001108,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd)
'1438111000001102,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd)
'157711000001100,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd)
'1438211000001108,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd)
'392511000001108,Prednisolone 5mg soluble tablets (Advanz Pharma)
'1438311000001100,Prednisolone 5mg soluble tablets (Advanz Pharma)
'15172311000001102,Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc)
'15172611000001107,Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc)
'28937511000001104,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd)
'28937611000001100,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd)
'30114611000001103,Prednisolone 5mg soluble tablets (DE Pharmaceuticals)
'30114711000001107,Prednisolone 5mg soluble tablets (DE Pharmaceuticals)
'34035411000001102,Prednisolone 5mg soluble tablets (Actavis UK Ltd)
'34035511000001103,Prednisolone 5mg soluble tablets (Actavis UK Ltd)
'34172711000001106,Prednisolone 5mg soluble tablets (Phoenix Labs Ltd)
'34172911000001108,Prednisolone 5mg soluble tablets (Phoenix Labs Ltd)
'325373001,Hydrocortisone 10mg tablets
'1045211000001109,Hydrocortisone 10mg tablets
'16504311000001105,Hydrocortisone 10mg tablets
'197211000001101,Hydrocortone 10mg tablets (Auden McKenzie (Pharma Division) Ltd)
'2160811000001102,Hydrocortone 10mg tablets (Auden McKenzie (Pharma Division) Ltd)
'13614311000001105,Hydrocortisone 10mg tablets (A A H Pharmaceuticals Ltd)
'13614411000001103,Hydrocortisone 10mg tablets (A A H Pharmaceuticals Ltd)
'13661711000001105,Hydrocortisone 10mg tablets (Accord Healthcare Ltd)
'13661811000001102,Hydrocortisone 10mg tablets (Accord Healthcare Ltd)
'13806811000001104,Hydrocortisone 10mg tablets (Alliance Healthcare (Distribution) Ltd)
'13806911000001109,Hydrocortisone 10mg tablets (Alliance Healthcare (Distribution) Ltd)
'15092711000001102,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc)
'15092811000001105,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc)
'16504111000001108,Hydrocortisone 10mg tablets (Mawdsley-Brooks & Company Ltd)
'16504411000001103,Hydrocortisone 10mg tablets (Mawdsley-Brooks & Company Ltd)
'17559811000001109,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc)
'17560111000001101,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc)
'19695611000001102,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc)
'17930211000001109,Hydrocortisone 10mg tablets (Phoenix Healthcare Distribution Ltd)
'17930311000001101,Hydrocortisone 10mg tablets (Phoenix Healthcare Distribution Ltd)
'17973911000001105,Hydrocortisone 10mg tablets (Almus Pharmaceuticals Ltd)
'17974011000001108,Hydrocortisone 10mg tablets (Almus Pharmaceuticals Ltd)
'18392311000001107,Hydrocortisone 10mg tablets (Teva UK Ltd)
'18392611000001102,Hydrocortisone 10mg tablets (Teva UK Ltd)
'18580411000001102,Hydrocortisone 10mg tablets (DE Pharmaceuticals)
'18580511000001103,Hydrocortisone 10mg tablets (DE Pharmaceuticals)
'22044411000001106,Hydrocortisone 10mg tablets (Waymade Healthcare Plc)
'22044511000001105,Hydrocortisone 10mg tablets (Waymade Healthcare Plc)
'24154111000001101,Hydrocortisone 10mg tablets (DE Pharmaceuticals)
'24154211000001107,Hydrocortisone 10mg tablets (DE Pharmaceuticals)
'32711611000001102,Hydrocortisone 10mg tablets (Alissa Healthcare Research Ltd)
'32711711000001106,Hydrocortisone 10mg tablets (Alissa Healthcare Research Ltd)
'33423211000001105,Hydrocortisone 10mg tablets (Advanz Pharma)
'33423311000001102,Hydrocortisone 10mg tablets (Advanz Pharma)
'34616211000001108,Hydrocortisone 10mg tablets (Bristol Laboratories Ltd)
'34616311000001100,Hydrocortisone 10mg tablets (Bristol Laboratories Ltd)
'34957811000001100,Hydrocortisone 10mg tablets (Genesis Pharmaceuticals Ltd)
'34957911000001105,Hydrocortisone 10mg tablets (Genesis Pharmaceuticals Ltd)
'35108911000001105,Hydrocortisone 10mg tablets (Flynn Pharma Ltd)
'35109011000001101,Hydrocortisone 10mg tablets (Flynn Pharma Ltd)
'36508411000001105,Hydrocortisone 10mg tablets (Resolution Chemicals Ltd)
'36508511000001109,Hydrocortisone 10mg tablets (Resolution Chemicals Ltd)
'325374007,Hydrocortisone 20mg tablets
'1001011000001106,Hydrocortisone 20mg tablets
'706611000001109,Hydrocortone 20mg tablets (Auden McKenzie (Pharma Division) Ltd)
'2164611000001108,Hydrocortone 20mg tablets (Auden McKenzie (Pharma Division) Ltd)
'13614511000001104,Hydrocortisone 20mg tablets (A A H Pharmaceuticals Ltd)
'13614611000001100,Hydrocortisone 20mg tablets (A A H Pharmaceuticals Ltd)
'13661911000001107,Hydrocortisone 20mg tablets (Accord Healthcare Ltd)
'13662011000001100,Hydrocortisone 20mg tablets (Accord Healthcare Ltd)
'13807011000001108,Hydrocortisone 20mg tablets (Alliance Healthcare (Distribution) Ltd)
'13807111000001109,Hydrocortisone 20mg tablets (Alliance Healthcare (Distribution) Ltd)
'15092911000001100,Hydrocortisone 20mg tablets (Sigma Pharmaceuticals Plc)
'15093011000001108,Hydrocortisone 20mg tablets (Sigma Pharmaceuticals Plc)
'17930411000001108,Hydrocortisone 20mg tablets (Phoenix Healthcare Distribution Ltd)
'17930511000001107,Hydrocortisone 20mg tablets (Phoenix Healthcare Distribution Ltd)
'17974111000001109,Hydrocortisone 20mg tablets (Almus Pharmaceuticals Ltd)
'17974211000001103,Hydrocortisone 20mg tablets (Almus Pharmaceuticals Ltd)
'18394311000001100,Hydrocortisone 20mg tablets (Teva UK Ltd)
'18394411000001107,Hydrocortisone 20mg tablets (Teva UK Ltd)
'22044611000001109,Hydrocortisone 20mg tablets (Waymade Healthcare Plc)
'22044711000001100,Hydrocortisone 20mg tablets (Waymade Healthcare Plc)
'24154311000001104,Hydrocortisone 20mg tablets (DE Pharmaceuticals)
'24154711000001100,Hydrocortisone 20mg tablets (DE Pharmaceuticals)
'29837011000001103,Hydrocortisone 20mg tablets (Sovereign Medical Ltd)
'29837111000001102,Hydrocortisone 20mg tablets (Sovereign Medical Ltd)
'32407611000001101,Hydrocortisone 20mg tablets (Kent Pharmaceuticals Ltd)
'32407711000001105,Hydrocortisone 20mg tablets (Kent Pharmaceuticals Ltd)
'34616411000001107,Hydrocortisone 20mg tablets (Bristol Laboratories Ltd)
'34616511000001106,Hydrocortisone 20mg tablets (Bristol Laboratories Ltd)
'34702511000001102,Hydrocortisone 20mg tablets (Advanz Pharma)
'34702611000001103,Hydrocortisone 20mg tablets (Advanz Pharma)
'34958011000001107,Hydrocortisone 20mg tablets (Genesis Pharmaceuticals Ltd)
'34958211000001102,Hydrocortisone 20mg tablets (Genesis Pharmaceuticals Ltd)
'35109111000001100,Hydrocortisone 20mg tablets (Flynn Pharma Ltd)
'35109711000001104,Hydrocortisone 20mg tablets (Flynn Pharma Ltd)
'36508611000001108,Hydrocortisone 20mg tablets (Resolution Chemicals Ltd)
'36508711000001104,Hydrocortisone 20mg tablets (Resolution Chemicals Ltd)
'325336004,Fludrocortisone 100microgram tablets
'1211111000001103,Fludrocortisone 100microgram tablets
'12659511000001102,Fludrocortisone 100microgram tablets
'32203711000001101,Fludrocortisone 100microgram tablets
'32203511000001106,Fludrocortisone 100microgram tablets (Aspen Pharma Trading Ltd)
'32203911000001104,Fludrocortisone 100microgram tablets (Aspen Pharma Trading Ltd)
'32419211000001107,Fludrocortisone 100microgram tablets (Alliance Healthcare (Distribution) Ltd)
'32419311000001104,Fludrocortisone 100microgram tablets (Alliance Healthcare (Distribution) Ltd)
'32502211000001108,Fludrocortisone 100microgram tablets (A A H Pharmaceuticals Ltd)
'34036211000001107,Fludrocortisone 100microgram tablets (A A H Pharmaceuticals Ltd)
'32502311000001100,Fludrocortisone 100microgram tablets (A A H Pharmaceuticals Ltd)
'325450008,Prednisolone 25mg tablets
'1009611000001103,Prednisolone 25mg tablets
'313911000001107,Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd)
'2400911000001109,Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd)
'716111000001103,Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd)
'2401411000001105,Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd)
'4852811000001108,Prednisolone 25mg tablets (Zentiva)
'4853011000001106,Prednisolone 25mg tablets (Zentiva)
'17917211000001102,Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd)
'17917411000001103,Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd)
'28799811000001108,Pevanti 25mg tablets (Advanz Pharma)
'28799911000001103,Pevanti 25mg tablets (Advanz Pharma)
'30991311000001108,Prednisolone 25mg tablets (Actavis UK Ltd)
'30991411000001101,Prednisolone 25mg tablets (Actavis UK Ltd)
'331164004,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free
'3083111000001104,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free
'17872211000001101,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Accord Healthcare Ltd)
'17872311000001109,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Accord Healthcare Ltd)
'18032711000001102,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'18032811000001105,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'18111811000001101,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (A A H Pharmaceuticals Ltd)
'18111911000001106,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (A A H Pharmaceuticals Ltd)
'18725311000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Sigma Pharmaceuticals Plc)
'18725611000001102,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Sigma Pharmaceuticals Plc)
'22044211000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Waymade Healthcare Plc)
'22044311000001104,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Waymade Healthcare Plc)
'24149511000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (DE Pharmaceuticals)
'24149611000001106,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (DE Pharmaceuticals)
'3148011000001108,Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB)
'3148111000001109,Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB)
'29979611000001106,Betnesol 0.1% eye/ear/nose drops (Lexon (UK) Ltd)
'29979711000001102,Betnesol 0.1% eye/ear/nose drops (Lexon (UK) Ltd)
'325355004,Dexamethasone 500microgram tablets
'3285911000001105,Dexamethasone 500microgram tablets
'3286011000001102,Dexamethasone 500microgram tablets
'3286111000001101,Dexamethasone 500microgram tablets
'3286211000001107,Dexamethasone 500microgram tablets
'15245811000001100,Dexamethasone 500microgram tablets
'3286511000001105,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'35427011000001103,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'3286611000001109,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'3286711000001100,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'3286811000001108,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'15509311000001108,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd)
'3286911000001103,Decadron 500microgram tablets (Merck Sharp & Dohme Ltd)
'3287311000001101,Decadron 500microgram tablets (Merck Sharp & Dohme Ltd)
'3287811000001105,Dexamethasone 500microgram tablets (Organon Laboratories Ltd)
'3288111000001102,Dexamethasone 500microgram tablets (Organon Laboratories Ltd)
'3288311000001100,Dexamethasone 500microgram tablets (Organon Laboratories Ltd)
'3288611000001105,Dexamethasone 500microgram tablets (Organon Laboratories Ltd)
'3288811000001109,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
